provider_id,N_P_D_S_T_C,R_D_S_T_C,L_E_D_S_T_C,H_E_D_S_T_C,N_P_C_L,R_C_L,L_E_C_L,H_E_C_L,N_P_B_C,R_B_C
400117,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
400079,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
230105,103,117.68,79.97,155.39,8229,0.94,0.69,1.19,3830,4.22
161372,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
41330,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
100183,17,Not Available,Not Available,Not Available,4452,0.46,0.11,0.81,663,6.27
100265,100,99.13,60.36,137.9,11370,0.32,0.07,0.57,2585,4.76
230264,3,Not Available,Not Available,Not Available,56,0.34,0,0.77,53,4.53
50195,89,114.74,76.87,152.61,9567,0.2,0,0.49,3240,2.66
330249,12,Not Available,Not Available,Not Available,1784,0.29,0,0.7,770,3.57
361334,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
330163,13,Not Available,Not Available,Not Available,4107,0.39,0.04,0.74,380,5.01
291308,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
230047,215,99.4,69.14,129.66,22501,0.28,0.08,0.48,5295,6.08
330193,43,124.05,80.56,167.54,8659,0.29,0.02,0.56,1193,6.28
220050,Not Available,Not Available,Not Available,Not Available,1140,0.31,0,0.72,76,3.87
341307,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
100118,58,98.55,54.16,142.94,6045,0.33,0,0.66,1506,6.42
520205,8,Not Available,Not Available,Not Available,627,0.33,0,0.76,625,7.67
50548,,,,,,,,,,
110069,95,93.52,52.26,134.78,9890,0.41,0.12,0.7,1627,6.02
440073,140,119.97,84.96,154.98,11705,0.26,0,0.53,2927,2.11
451343,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
110161,88,112.37,71.23,153.51,4803,0.53,0.2,0.86,1943,9.5
390068,21,Not Available,Not Available,Not Available,1831,0.28,0,0.67,399,3.48
14004F,,,,,,,,,,
451365,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
201302,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
330246,39,116.98,68.94,165.02,4534,0.32,0,0.67,1186,3.27
370203,14,Not Available,Not Available,Not Available,1242,0.32,0,0.75,852,5.75
501304,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
360153,Not Available,Not Available,Not Available,Not Available,682,0.33,0,0.76,22,Not Available
111321,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
450670,101,120.3,83.24,157.36,7469,0.37,0.1,0.64,1676,4.11
490119,41,108.84,65.25,152.43,4644,0.21,0,0.54,612,4.19
350006,107,107.02,67.35,146.69,6585,0.35,0.06,0.64,2452,4.22
390178,42,93.38,47.91,138.85,6071,0.26,0,0.59,1358,4.42
60117,Not Available,Not Available,Not Available,Not Available,274,0.33,0,0.76,280,3.69
36008F,,,,,,,,,,
161357,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
50455,117,131.27,95.91,166.63,7726,0.49,0.2,0.78,1905,2.92
450056,249,90.31,62.48,118.14,15081,0.34,0.1,0.58,5464,2.89
110071,3,Not Available,Not Available,Not Available,1311,0.31,0,0.72,51,4.35
100230,16,Not Available,Not Available,Not Available,2897,0.25,0,0.62,538,3.56
31309,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
190241,Not Available,Not Available,Not Available,Not Available,93,0.34,0,0.77,65,4.31
360070,107,140.1,100.35,179.85,10704,0.17,0,0.44,3079,5.31
100014,42,118.49,71.16,165.82,3289,0.62,0.27,0.97,788,7.76
250050,22,Not Available,Not Available,Not Available,2143,0.28,0,0.67,498,8.64
450289,49,120.39,75.04,165.74,4322,0.22,0,0.57,987,7.9
400106,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
140304,21,Not Available,Not Available,Not Available,3629,0.28,0,0.61,474,4.89
50189,Not Available,Not Available,Not Available,Not Available,569,0.44,0.01,0.87,48,4.45
180070,25,105.96,57.53,154.39,1684,0.29,0,0.68,292,3.03
340113,476,133.96,112.13,155.79,24476,0.57,0.39,0.75,10310,3.47
61324,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
161342,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
101302,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
370236,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
110004,16,Not Available,Not Available,Not Available,2369,0.43,0.06,0.8,353,3.22
321308,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
50129,142,108.07,72.46,143.68,6443,0.43,0.16,0.7,2387,3.84
370002,9,Not Available,Not Available,Not Available,1453,0.41,0,0.82,294,3.15
460054,6,Not Available,Not Available,Not Available,549,0.33,0,0.76,413,5.1
161353,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
390125,11,Not Available,Not Available,Not Available,2934,0.23,0,0.58,510,3.18
390233,24,Not Available,Not Available,Not Available,4572,0.36,0.01,0.71,1067,2.91
670068,8,Not Available,Not Available,Not Available,747,0.32,0,0.73,161,3.87
190303,Not Available,Not Available,Not Available,Not Available,88,0.34,0,0.77,84,4.31
280003,299,90.03,63.26,116.8,15071,0.73,0.51,0.95,5679,3.36
141318,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
100029,62,112.28,70.75,153.81,12574,0.21,0,0.46,1514,4.26
170123,138,133.7,98.91,168.49,11956,0.44,0.2,0.68,4625,2.8
521354,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
100277,Not Available,Not Available,Not Available,Not Available,357,0.34,0,0.77,Not Available,Not Available
371326,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
150069,15,Not Available,Not Available,Not Available,3652,0.24,0,0.61,484,5.38
510053,7,Not Available,Not Available,Not Available,918,0.32,0,0.75,172,4.44
50557,147,109.46,76.06,142.86,10979,0.43,0.16,0.7,3362,2.2
150034,68,123.9,80.21,167.59,9787,0.18,0,0.45,2562,2.36
51317,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
440132,63,104.62,57.33,151.91,3865,0.25,0,0.62,1081,6.02
210060,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
190065,227,124.04,94.05,154.03,13427,0.27,0.02,0.52,3366,6.22
41300,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
51329,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
110142,Not Available,Not Available,Not Available,Not Available,1074,0.32,0,0.75,9,Not Available
521326,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
40042,16,Not Available,Not Available,Not Available,3218,0.25,0,0.62,341,4.93
440035,106,114.46,73.2,155.72,8513,0.37,0.08,0.66,2060,4.13
500119,45,111.78,65.94,157.62,5318,0.38,0.03,0.73,1179,1.94
351333,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
521316,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
360003,246,94.09,65.87,122.31,13694,0.78,0.54,1.02,4088,8.73
270014,117,102.99,66.79,139.19,5901,0.22,0,0.51,2958,3.47
420033,19,Not Available,Not Available,Not Available,2677,0.27,0,0.66,880,3.28
380091,102,93.32,55.18,131.46,7638,0.3,0.01,0.59,2892,2.48
180106,Not Available,Not Available,Not Available,Not Available,2390,0.31,0,0.72,73,4.41
200001,33,112.27,65.17,159.37,4736,0.19,0,0.52,1071,4.53
39005F,,,,,,,,,,
141331,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
41320,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
60043,Not Available,Not Available,Not Available,Not Available,201,0.34,0,0.77,Not Available,Not Available
140002,46,112,68.94,155.06,5419,0.52,0.21,0.83,972,3.92
440183,113,143.01,102.69,183.33,11910,0.22,0,0.47,3336,6.34
25043F,,,,,,,,,,
501327,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
150065,21,Not Available,Not Available,Not Available,2538,0.26,0,0.65,467,2.74
140177,15,Not Available,Not Available,Not Available,5189,0.25,0,0.62,139,3.53
100209,143,83.94,51.44,116.44,11617,0.29,0.04,0.54,2752,4.56
330235,18,Not Available,Not Available,Not Available,4829,0.27,0,0.6,516,2.27
151315,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
14007F,,,,,,,,,,
250151,Not Available,Not Available,Not Available,Not Available,215,0.34,0,0.77,Not Available,Not Available
330245,65,150.44,109.44,191.44,10589,0.25,0.01,0.49,3780,2.32
450874,Not Available,Not Available,Not Available,Not Available,91,0.34,0,0.77,83,4.26
101300,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
320017,13,Not Available,Not Available,Not Available,1741,0.3,0,0.71,596,3.54
52003F,,,,,,,,,,
520075,78,107,68.04,145.96,5446,0.36,0.05,0.67,2204,2.26
140250,76,94.9,53.6,136.2,9795,0.16,0,0.45,1646,5.79
511312,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
210018,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
380002,35,130.68,81.78,179.58,4704,0.52,0.17,0.87,1332,4.02
520083,274,95.17,67.61,122.73,16217,0.31,0.07,0.55,6265,2.2
160122,10,Not Available,Not Available,Not Available,1822,0.31,0,0.72,220,6.09
190125,168,97.52,65.04,130,11435,0.23,0,0.48,3453,3.83
140116,124,124.16,87.19,161.13,9050,0.24,0,0.51,2262,7.71
180069,5,Not Available,Not Available,Not Available,3001,0.27,0,0.66,127,6.43
110086,19,Not Available,Not Available,Not Available,1121,0.31,0,0.72,103,5.01
190176,114,158.36,120.22,196.5,6156,0.64,0.33,0.95,2020,5.45
360195,16,Not Available,Not Available,Not Available,2023,0.28,0,0.67,293,2.67
440006,128,96.12,61.04,131.2,7743,0.26,0,0.55,1902,4.67
171320,,,,,,,,,,
131322,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
380060,57,146.16,104.1,188.22,4471,0.46,0.11,0.81,1378,1.94
50125,119,126.41,93.74,159.08,7509,0.49,0.22,0.76,1495,5.42
331313,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
171382,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
181323,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
220110,693,108.39,90.24,126.54,24584,0.44,0.26,0.62,12910,6.7
360212,48,111.56,68.3,154.82,5813,0.26,0,0.59,1090,2.85
450034,140,134.06,99.68,168.44,15057,0.42,0.18,0.66,4375,2.24
171376,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
310113,65,128.91,89.67,168.15,6588,0.35,0.04,0.66,1196,3.67
320009,206,91.4,60.31,122.49,7224,0.36,0.07,0.65,2765,8.09
281308,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
190099,10,Not Available,Not Available,Not Available,1876,0.3,0,0.71,104,4.03
490106,Not Available,Not Available,Not Available,Not Available,6,Not Available,Not Available,Not Available,Not Available,Not Available
250036,9,Not Available,Not Available,Not Available,1637,0.29,0,0.68,86,5.33
490067,97,110.64,70.46,150.82,9545,0.24,0,0.51,1604,4.64
120005,19,Not Available,Not Available,Not Available,3260,0.48,0.11,0.85,500,3.19
331311,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
490053,33,104.24,56.14,152.34,5569,0.3,0,0.65,985,2.19
450283,Not Available,Not Available,Not Available,Not Available,713,0.33,0,0.76,Not Available,Not Available
44013F,,,,,,,,,,
17008F,,,,,,,,,,
151304,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
160079,152,81.59,46.51,116.67,8526,0.27,0,0.56,2721,2.53
390270,152,119.84,85.68,154,9859,0.45,0.18,0.72,3436,4.59
150162,151,88.44,53.71,123.17,6655,0.32,0.05,0.59,2467,3.02
151327,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
410010,11,Not Available,Not Available,Not Available,1049,0.3,0,0.71,768,2.13
170187,3,Not Available,Not Available,Not Available,587,0.33,0,0.76,592,4.13
190204,23,Not Available,Not Available,Not Available,1978,0.25,0,0.62,418,3.67
360210,13,Not Available,Not Available,Not Available,1692,0.27,0,0.66,246,5.52
15004F,,,,,,,,,,
460057,10,Not Available,Not Available,Not Available,314,0.34,0,0.77,205,5.7
380051,182,101.26,71.57,130.95,8001,0.62,0.35,0.89,3054,5.36
450101,82,97.14,57.53,136.75,5827,0.56,0.27,0.85,1861,3.05
130003,63,134.67,92.94,176.4,3316,0.31,0,0.66,1099,2.54
370041,Not Available,Not Available,Not Available,Not Available,359,0.34,0,0.77,Not Available,Not Available
180001,54,103.01,60.22,145.8,5431,0.39,0.06,0.72,787,3.08
190144,39,108.52,62.09,154.95,3484,0.23,0,0.58,518,4.32
330045,118,115.57,80.21,150.93,15352,0.38,0.16,0.6,3033,4.84
160089,24,Not Available,Not Available,Not Available,3430,0.33,0,0.7,513,4.78
171377,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
50179,31,116.77,68.71,164.83,6574,0.28,0,0.59,1102,5.84
140174,116,105.23,67.36,143.1,4931,0.27,0,0.6,1399,5.62
321304,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
330397,16,Not Available,Not Available,Not Available,3640,0.31,0,0.66,416,2.63
100267,21,Not Available,Not Available,Not Available,4311,0.22,0,0.57,675,3.64
161364,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
230108,14,Not Available,Not Available,Not Available,1387,0.31,0,0.72,273,4.05
131305,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
70036,93,120.29,81.52,159.06,6434,0.56,0.25,0.87,2300,4.98
