provider_id,N_P_D_S_T_C,R_D_S_T_C,L_E_D_S_T_C,H_E_D_S_T_C,N_P_C_L,R_C_L,L_E_C_L,H_E_C_L,N_P_B_C,R_B_C
450822,13,Not Available,Not Available,Not Available,1171,0.4,0,0.81,411,4.03
450411,4,Not Available,Not Available,Not Available,1308,0.32,0,0.75,51,4.35
450539,8,Not Available,Not Available,Not Available,1165,0.4,0,0.81,170,3.59
450615,,,,,,,,,,
450596,16,Not Available,Not Available,Not Available,2167,0.43,0.06,0.8,667,4.73
450587,42,97.89,51.1,144.68,5525,0.41,0.08,0.74,1035,2.27
450039,83,139.07,96.97,181.17,5025,0.64,0.31,0.97,1191,13.15
450573,5,Not Available,Not Available,Not Available,1383,0.31,0,0.72,81,4.19
450187,Not Available,Not Available,Not Available,Not Available,1375,0.42,0.01,0.83,267,6.51
450678,37,100.77,53.3,148.24,5096,0.38,0.07,0.69,1211,6.15
450469,103,98.23,59.79,136.67,7975,0.37,0.12,0.62,2087,3.08
450021,568,128.34,107.47,149.21,24811,0.28,0.08,0.48,9879,4.45
450716,38,99.76,54.37,145.15,2971,0.47,0.12,0.82,570,6.59
450886,Not Available,Not Available,Not Available,Not Available,70,0.34,0,0.77,57,4.46
451347,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
450828,26,104.07,54.36,153.78,2389,0.25,0,0.62,285,3.21
450072,26,91.82,41.86,141.78,3915,0.34,0,0.71,621,3.18
670025,135,113.29,76.21,150.37,1965,0.66,0.31,1.01,2221,2.14
451305,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
670049,Not Available,Not Available,Not Available,Not Available,398,0.33,0,0.76,405,3.3
450686,141,178.06,142.21,213.91,13544,0.14,0,0.38,4553,1.36
450087,45,113.47,67.04,159.9,4912,0.52,0.19,0.85,1142,3.78
450221,Not Available,Not Available,Not Available,Not Available,754,0.31,0,0.72,56,4.38
450647,274,108.35,80.03,136.67,12685,0.42,0.18,0.66,5180,4.93
670061,4,Not Available,Not Available,Not Available,328,0.33,0,0.76,306,6.18
451380,,,,,,,,,,
450209,154,103.82,70.79,136.85,8595,0.96,0.71,1.21,3422,4.27
450662,53,128.55,85.8,171.3,4538,0.4,0.07,0.73,1076,4
450219,Not Available,Not Available,Not Available,Not Available,927,0.32,0,0.75,69,4.26
450078,Not Available,Not Available,Not Available,Not Available,681,0.34,0,0.77,11,Not Available
450042,169,92.82,59.4,126.24,13398,0.53,0.28,0.78,4778,3.97
450885,42,128.77,80.36,177.18,2643,0.34,0,0.71,764,9.78
450431,177,102.83,72,133.66,12781,0.32,0.08,0.56,4747,1.45
450475,8,Not Available,Not Available,Not Available,1466,0.31,0,0.72,169,3.76
450395,18,Not Available,Not Available,Not Available,2345,0.4,0,0.81,444,7.55
450352,29,111.98,65.31,158.65,5173,0.3,0,0.65,817,3.39
450132,170,129.38,97.33,161.43,10985,0.51,0.26,0.76,3037,3.06
670044,19,Not Available,Not Available,Not Available,2290,0.27,0,0.66,499,2.64
670078,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
450641,Not Available,Not Available,Not Available,Not Available,919,0.33,0,0.76,5,Not Available
670021,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
450058,442,145.14,122.31,167.97,33047,0.37,0.19,0.55,10078,3.6
670054,Not Available,Not Available,Not Available,Not Available,255,0.34,0,0.77,267,3.57
450884,Not Available,Not Available,Not Available,Not Available,825,0.32,0,0.75,Not Available,Not Available
450064,120,107.74,71.09,144.39,10052,0.22,0,0.49,2295,4.4
450104,45,116.05,70.81,161.29,3915,0.41,0.04,0.78,1066,3.57
450389,30,99.95,51.22,148.68,6449,0.18,0,0.49,924,3.01
450080,35,90.46,42.6,138.32,2789,0.23,0,0.58,589,3.66
450888,6,Not Available,Not Available,Not Available,484,0.33,0,0.76,533,2.43
450029,125,129.11,91.16,167.06,10215,0.13,0,0.4,2715,3.03
451334,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
450597,Not Available,Not Available,Not Available,Not Available,2038,0.31,0,0.72,67,4.34
45074F,,,,,,,,,,
450037,211,113.8,84.64,142.96,13449,0.27,0.03,0.51,3740,3.33
450193,560,139.14,118.17,160.11,20136,0.61,0.41,0.81,8467,9.32
450033,163,101.93,69.88,133.98,12409,0.31,0.04,0.58,3224,2.64
670072,Not Available,Not Available,Not Available,Not Available,315,0.34,0,0.77,Not Available,Not Available
450604,64,97.71,54.79,140.63,3337,0.31,0,0.66,1638,2.91
450889,Not Available,Not Available,Not Available,Not Available,67,0.34,0,0.77,65,4.39
450044,188,123.84,90.77,156.91,9907,0.24,0,0.51,3191,6.77
451356,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
670062,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
450780,Not Available,Not Available,Not Available,Not Available,440,0.34,0,0.77,432,4.71
450099,12,Not Available,Not Available,Not Available,1810,0.56,0.17,0.95,347,2.73
45090F,,,,,,,,,,
670067,Not Available,Not Available,Not Available,Not Available,338,0.34,0,0.77,331,3.06
450213,105,127.83,88,167.66,4978,0.58,0.23,0.93,2096,5.23
450578,Not Available,Not Available,Not Available,Not Available,138,0.34,0,0.77,Not Available,Not Available
453301,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
450893,Not Available,Not Available,Not Available,Not Available,207,0.34,0,0.77,199,5.17
450833,12,Not Available,Not Available,Not Available,1639,0.3,0,0.71,155,4.68
450605,Not Available,Not Available,Not Available,Not Available,891,0.44,0.01,0.87,28,4.04
670010,Not Available,Not Available,Not Available,Not Available,6,Not Available,Not Available,Not Available,Not Available,Not Available
450488,Not Available,Not Available,Not Available,Not Available,96,0.34,0,0.77,Not Available,Not Available
450563,90,112.56,72.97,152.15,6352,0.82,0.53,1.11,1685,2.55
450766,98,79.19,41.93,116.45,3282,0.27,0,0.6,2401,6.41
451311,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
450803,17,Not Available,Not Available,Not Available,1868,0.26,0,0.63,320,5.19
451369,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
450643,77,137.63,98.08,177.18,4671,0.4,0.07,0.73,1132,4.79
450143,3,Not Available,Not Available,Not Available,842,0.32,0,0.75,69,4.19
451313,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
450580,4,Not Available,Not Available,Not Available,2090,0.4,0,0.81,151,4.99
670060,22,Not Available,Not Available,Not Available,1945,0.34,0,0.71,438,5.06
670045,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
451341,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
450119,142,130.46,98.45,162.47,12764,0.2,0,0.45,3110,3.71
450697,49,151.91,105.54,198.28,4372,0.3,0,0.65,960,3.69
450702,72,114.89,71.03,158.75,4365,0.51,0.2,0.82,1902,3.4
450351,15,Not Available,Not Available,Not Available,1970,0.3,0,0.71,405,4.51
450210,Not Available,Not Available,Not Available,Not Available,1161,0.32,0,0.75,12,Not Available
450438,Not Available,Not Available,Not Available,Not Available,1170,0.32,0,0.75,91,4.18
451377,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
450690,49,99.99,53.95,146.03,2321,0.38,0,0.77,331,3.97
451333,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
450586,Not Available,Not Available,Not Available,Not Available,701,0.33,0,0.76,8,Not Available
450775,65,106.41,64.17,148.65,6954,0.54,0.23,0.85,1459,4.09
450082,15,Not Available,Not Available,Not Available,1383,0.3,0,0.71,68,5.61
670047,28,133.43,84.57,182.29,3147,0.22,0,0.57,671,3.2
451321,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
450024,48,118.5,73.56,163.44,3070,0.61,0.24,0.98,885,8.77
451364,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
450644,94,117.7,77.93,157.47,5846,0.46,0.15,0.77,1243,7.07
670043,16,Not Available,Not Available,Not Available,1994,0.37,0,0.76,390,3.87
450076,,,,,,,,,,
670046,Not Available,Not Available,Not Available,Not Available,322,0.33,0,0.76,314,3.56
450755,Not Available,Not Available,Not Available,Not Available,626,0.33,0,0.76,22,Not Available
453310,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
450876,61,114.13,69.62,158.64,4097,0.48,0.19,0.77,1607,3.53
450188,Not Available,Not Available,Not Available,Not Available,1959,0.3,0,0.71,23,Not Available
450801,207,150.5,118.12,182.88,13455,0.43,0.19,0.67,4301,9.48
450054,353,99.66,75.04,124.28,19980,0.29,0.09,0.49,7014,3.05
450709,36,135.64,88.95,182.33,3261,0.32,0,0.69,785,6.34
450200,63,102.81,55.95,149.67,5278,0.5,0.19,0.81,1853,7.68
450243,Not Available,Not Available,Not Available,Not Available,297,0.34,0,0.77,6,Not Available
450399,Not Available,Not Available,Not Available,Not Available,773,0.33,0,0.76,Not Available,Not Available
450820,119,122.24,84.35,160.13,6965,0.36,0.07,0.65,2325,5.09
450853,23,Not Available,Not Available,Not Available,933,0.32,0,0.75,871,6.25
450299,43,119.28,72.97,165.59,4059,0.5,0.17,0.83,1288,4.69
451370,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
450137,176,95.64,62.05,129.23,10737,0.25,0,0.5,3471,4.02
450890,108,83.78,44.99,122.57,4662,0.44,0.09,0.79,1374,7.25
670041,64,98.7,59.07,138.33,4221,0.44,0.09,0.79,981,4.68
450108,Not Available,Not Available,Not Available,Not Available,1136,0.32,0,0.75,69,4.09
450872,6,Not Available,Not Available,Not Available,1129,0.26,0,0.63,945,2.48
450144,Not Available,Not Available,Not Available,Not Available,515,0.33,0,0.76,36,4.41
450083,267,134.14,105.45,162.83,17559,0.2,0,0.42,5957,2.89
450771,98,121.72,79.25,164.19,7261,0.36,0.05,0.67,2665,9.3
450236,18,Not Available,Not Available,Not Available,2278,0.26,0,0.65,454,6.34
451343,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
451365,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
450670,101,120.3,83.24,157.36,7469,0.37,0.1,0.64,1676,4.11
450056,249,90.31,62.48,118.14,15081,0.34,0.1,0.58,5464,2.89
450289,49,120.39,75.04,165.74,4322,0.22,0,0.57,987,7.9
670068,8,Not Available,Not Available,Not Available,747,0.32,0,0.73,161,3.87
450874,Not Available,Not Available,Not Available,Not Available,91,0.34,0,0.77,83,4.26
450034,140,134.06,99.68,168.44,15057,0.42,0.18,0.66,4375,2.24
450283,Not Available,Not Available,Not Available,Not Available,713,0.33,0,0.76,Not Available,Not Available
450101,82,97.14,57.53,136.75,5827,0.56,0.27,0.85,1861,3.05
450369,3,Not Available,Not Available,Not Available,924,0.33,0,0.76,88,5.47
451350,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
450617,139,109.99,74.73,145.25,12196,0.54,0.29,0.79,3011,4.64
450128,63,125.45,86.15,164.75,6779,0.19,0,0.52,1152,4.02
45066F,,,,,,,,,,
450370,5,Not Available,Not Available,Not Available,1027,0.31,0,0.72,293,5.8
450779,40,100.66,54.58,146.74,4741,0.21,0,0.56,1102,5.07
450610,193,91.35,60.75,121.95,11656,0.38,0.13,0.63,3886,3.88
450002,104,127.03,88.12,165.94,9124,0.24,0,0.51,2843,7.9
450292,8,Not Available,Not Available,Not Available,1935,0.49,0.1,0.88,242,4.58
450674,Not Available,Not Available,Not Available,Not Available,272,0.33,0,0.76,251,5.18
451376,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
450155,Not Available,Not Available,Not Available,Not Available,340,0.34,0,0.77,20,Not Available
450447,29,119.04,68.73,169.35,3665,0.43,0.06,0.8,546,2.57
450165,6,Not Available,Not Available,Not Available,1938,0.37,0,0.76,160,3.8
450746,Not Available,Not Available,Not Available,Not Available,227,0.34,0,0.77,Not Available,Not Available
460051,67,108.95,64.6,153.3,3211,0.32,0,0.67,813,4.58
460047,167,122.71,88.76,156.66,8437,0.38,0.09,0.67,3884,4.2
460049,20,Not Available,Not Available,Not Available,826,0.33,0,0.76,811,2.66
460005,53,140.6,96.54,184.66,2512,0.35,0,0.72,989,4.17
460011,17,Not Available,Not Available,Not Available,1182,0.31,0,0.72,257,5.36
460010,406,88.6,64.73,112.47,13254,0.26,0.02,0.5,5546,9.73
460007,11,Not Available,Not Available,Not Available,1337,0.32,0,0.73,458,3.01
461303,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
461310,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
460039,Not Available,Not Available,Not Available,Not Available,171,0.34,0,0.77,25,4.51
460033,Not Available,Not Available,Not Available,Not Available,242,0.34,0,0.77,Not Available,Not Available
460043,Not Available,Not Available,Not Available,Not Available,13,Not Available,Not Available,Not Available,8,Not Available
461307,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
460015,16,Not Available,Not Available,Not Available,1851,0.27,0,0.66,609,3.63
460014,9,Not Available,Not Available,Not Available,1243,0.3,0,0.71,242,3.45
461309,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
460013,60,87.95,42.16,133.74,1492,0.37,0,0.76,606,5.11
460035,Not Available,Not Available,Not Available,Not Available,269,0.34,0,0.77,Not Available,Not Available
460021,210,133.09,102.16,164.02,8590,0.52,0.25,0.79,4267,3.74
460026,Not Available,Not Available,Not Available,Not Available,500,0.34,0,0.77,59,4.39
460030,Not Available,Not Available,Not Available,Not Available,590,0.33,0,0.76,139,4
460044,14,Not Available,Not Available,Not Available,1585,0.3,0,0.71,501,3.32
461306,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
461300,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
460017,7,Not Available,Not Available,Not Available,354,0.33,0,0.76,161,3.84
461305,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
461301,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
460003,71,91.13,48.38,133.88,2058,0.52,0.15,0.89,1276,3.37
46002F,,,,,,,,,,
463301,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
460001,231,75.52,47.2,103.84,7917,0.23,0,0.5,4242,4.93
460006,87,105.31,67.13,143.49,3916,0.31,0,0.66,1985,4.22
460042,50,100.56,56.11,145.01,2289,0.27,0,0.66,959,2.38
460004,175,93.45,60.91,125.99,8490,0.42,0.13,0.71,3584,3.43
460009,272,127.71,100.6,154.82,10267,0.54,0.27,0.81,5196,2.7
460041,37,111.48,64.46,158.5,2110,0.45,0.06,0.84,627,3.65
460019,Not Available,Not Available,Not Available,Not Available,656,0.33,0,0.76,143,3.67
461308,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
460058,Not Available,Not Available,Not Available,Not Available,373,0.34,0,0.77,83,4.15
461302,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
460052,30,130.36,82.34,178.38,1357,0.27,0,0.66,704,3.95
461304,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
460054,6,Not Available,Not Available,Not Available,549,0.33,0,0.76,413,5.1
460057,10,Not Available,Not Available,Not Available,314,0.34,0,0.77,205,5.7
460023,25,110.93,62.91,158.95,1808,0.29,0,0.7,379,4.01
490114,7,Not Available,Not Available,Not Available,2330,0.28,0,0.67,132,5.22
490011,66,117.08,76.59,157.57,5584,0.21,0,0.5,1586,2.44
490111,24,Not Available,Not Available,Not Available,2020,0.45,0.06,0.84,366,2.94
490107,84,104.96,62.27,147.65,6098,0.26,0,0.59,2265,7.63
49011F,,,,,,,,,,
